Station Code,Name of Monitoring Location,State Name,Temp_Min,Temp_Max,pH_Min,pH_Max,Conductivity_Min,Conductivity_Max,BOD_Min,DOB_Max,Nitrate?N + Nitrite_N Min,Nitrate?N + Nitrite_N Max,Fecal Coliform_Min,Fecal Coliform_Max,Total Coliform_Min,Total Coliform_Max,Total Dissolved Solids_Min,Total Dissolved Solids_Max,Fluoride_Min,Fluoride_Max,Arsenic_Min,Arsenic_Max
3088,"BOREWELL AT J.NARASIMHA RAO?S HOUSE, 14NOS. AREA, RAMAVARAM, NEAR MWSDUMPSITE, KOTHAGUDEM",TELANGANA,28,32.6,7.27,7.95,1364,1422,2,2,4.6,8.6,BDL,BDL,21,25,832,932,1.04,1.12,?,?
3094,"BOREWELL AT AKBARNAGAR,RAMAGUNDAM",TELANGANA,28,30,7.88,8.34,968,1076,2,2,3,3.2,BDL,BDL,22,33,590,668,0.92,1.06,?,?
4260,"BOREWELL NEAR MSW DUMP YARD, MEDAK TOWN, MEDAKDISTRICT",TELANGANA,34,35,7.15,7.48,1312,1802,?,?,8.35,12.32,?,?,?,?,738,1171.3,0.32,0.35,0.01,0.01
4262,"BOREWELL NEAR GRAMPANCHYAT OFFICE, KISTAIPALLY VILLAGE, JINNARMMANDAL, SANGAREDDY DISTRICT",TELANGANA,35,35,6.78,7.41,2464,2770,?,?,20.34,23.32,?,?,?,?,1384,1800.5,0.4,0.46,0.01,0.01
4263,"BOREWELL NEAR MPP SCHOOL, GADDAPOTHARAM VILLAGE, JINNARAM MANDAL,SANGAREDDY DISTRICT",TELANGANA,33,35,6.79,6.89,4900,4910,?,?,25.22,28.24,?,?,?,?,2760,3185,0.32,0.36,0.01,0.01
4264,"BOREWELL WATER POINT AT ZP GIRLS HIGH SCHOOL, BHUDAN POCHAMPALLY (V&M), YADADRIDISTRICT.",TELANGANA,22,23,7.57,7.96,2201,2385,?,?,22.46,28.24,?,?,?,?,1234,1550.25,0.5,0.52,0.01,0.01
4265,"BOREWELL AT GRAM PANCHAYATH OFFICE NEAR SHIVA TEMPLE & WATER TANK , DOTHIGUDEM (V) , YADADRIBHUVANAGIRI DISTRICT",TELANGANA,22,23,7.73,8.02,1581,1871,?,?,10.42,12.27,?,?,?,?,1027.65,1048,0.26,0.26,0.01,0.01
4266,"BOREWELL, NEAR PRIMARY SCHOOL, ADLOOR YELLAREDDY (V), SADASHIVANAGAR (M),KAMAREDDY DIST.",TELANGANA,25,25,7.29,7.71,984,1405,?,?,12.21,14.19,?,?,?,?,560,913.25,0.4,0.43,0.01,0.01
4268,"BOREWELL LOCATED AT HOUSE OF SRI VITAL RAO, H.NO.2?42, 875, ABESTOS COLONY, GANDHI NAGAR, BALANAGAR, MEDCHALDISTRICT",TELANGANA,28,28,7.21,7.21,1073,1073,BDL,BDL,13.6,13.6,BDL,BDL,46,46,654,654,1.04,1.04,?,?
4269,"BOREWELL LOCATED AT HOUSE OF SRI P VEKATESH RAJU,PLOT NO.115, 22?321,APIIC, CO? OPERATIVE COLONY, JEEDIMETLA, QUTHBULLAPUR(M),  MEDCHALDISTRICT",TELANGANA,31,31,7.17,7.17,2570,2570,BDL,BDL,12.4,12.4,BDL,BDL,120,120,1542,1542,1.16,1.16,?,?
4270,"BOREWELL LOCATED AT HOUSE OF P.ANJANEYULU , PLOT NO.25, SHAKTHIPURAM, PRASHANTH NAGAR, I.E.KUKATPALLY,MEDCHAL DISTRICT",TELANGANA,30,30,7.52,7.52,3030,3030,6,6,13.2,13.2,49,49,920,920,1878,1878,1.28,1.28,?,?
4271,"BOREWELL LOCATED AT GOVERNMENT PRIMARYSCHOOL, SY.NO.32, DHULAPALLY",TELANGANA,30,30,7.61,7.61,1273,1273,BDL,BDL,12.8,12.8,BDL,BDL,94,94,802,802,0.98,0.98,?,?
4272,"BOREWELL LOCATED AT RAJIV GRUHA KALPA, AHMEDGUDA, AMBEDKAR NAGAR, KAPRAMEDCHAL DISTRICT.",TELANGANA,32,32,7.32,7.32,707,707,BDL,BDL,10.2,10.2,BDL,BDL,48,48,452,452,0.86,0.86,?,?
4273,"BOREWELL LOCATED AT THANDA DUNDIGAL (V), DHUNDIGAL (M),MEDCHAL DISTRICT.",TELANGANA,28,28,7.19,7.19,2375,2375,BDL,BDL,11.8,11.8,BDL,BDL,110,110,1472,1472,1.32,1.32,?,?
4274,"BOREWELL POINTS AT THE PERIPHERY OF THE IDA,JEEDIMETLA, MEDCHAL",TELANGANA,29,29,7.33,7.33,1651,1651,BDL,BDL,10.4,10.4,BDL,BDL,120,120,1040,1040,1.2,1.2,?,?
4275,"BOREWELL POINTS AT THE PERIPHERY OF THE IDA,BALANAGAR, MEDCHAL",TELANGANA,32,32,7.71,7.71,2195,2195,2,2,9.3,9.3,BDL,BDL,110,110,1360,1360,1.02,1.02,?,?
4276,"BOREWELL NEAR GRAMPANCHYAT OFFICE, KHAZIPALLY VILLAGE,SANGAREDDY DISTRICT",TELANGANA,34,35,7.27,7.84,2302,2430,?,?,18.16,19.18,?,?,?,?,1370,1496.3,0.3,0.31,0.01,0.01
4277,"BOREWELL AT ZP HIGH SCHOOL, SULTHANPUR (V), AMEENPUR(M), SANGAREDDY DISTRICT",TELANGANA,24,24,7.22,7.22,2975,2975,?,?,26.49,26.49,?,?,?,?,1710,1710,0.46,0.46,0.01,0.01
4279,"BOREWELL NEAR M/S. AUROBINDO  PHARMA UNIT ?I, GATE 1 BORAPATLA (V), HATNOORA (M), SANGAREDDYDISTRICT",TELANGANA,24,24,7.36,7.36,1239,1239,?,?,22.18,22.18,?,?,?,?,720,720,0.47,0.47,0.01,0.01
4280,"BOREWELL AT IDA RAMPUR, NEAR GWMC DUMP YARD, RAMPUR (V), KHAZIPET (M),HANAMKONDA, WARANGAL",TELANGANA,28,28,6.99,6.99,7610,7610,18,18,24.8,24.8,BDL,BDL,220,220,4794,4794,1.02,1.02,?,?
4281,"BOREWELL NEAR BHIMANPALLI VILLAGE (OPEN LAND), BHUDAN POCHAMPALLY MANDAL,NALGONDA",TELANGANA,22,23,7.47,7.74,2712,2886,?,?,26.19,29.25,?,?,?,?,1524,1875.9,0.21,0.26,0.01,0.01
4282,"BOREWELL NEAR AARLA BAVI (V) (AGRICULTURAL FIELD), POCHAMPALLY MANDAL,YADADRI BHUVANAGIR DISTRICT",TELANGANA,22,23,7.43,7.65,1482,1542,?,?,17.14,17.18,?,?,?,?,830,1002.3,0.24,0.26,0.01,0.01
4283,"BOREWELL NEAR DANTUR (V), (OPEN LAND), BHUDAN POCHAMPALLY MANDAL,YADADRI BHUVANAGIRI DISTRICT",TELANGANA,21,23,7.61,7.73,1594,3420,?,?,10.13,26.2,?,?,?,?,1036.1,1920,0.3,0.35,0.01,0.01
4284,"BOREWELL NEAR MALKAPURLAKE, MALKAPUR VILLAGE",TELANGANA,22,22,7.66,8.22,2261,2442,?,?,16.18,18.29,?,?,?,?,1274,1587.3,0.27,0.29,0.01,0.01
4285,"BOREWELL NEAR PEDDAKONDUR VILLAGE (AGRICULTURAL FIELD), CHOUTUPPAL MANDAL,NALGONDA",TELANGANA,21,23,7.13,7.35,2230,2312,?,?,12.26,14.31,?,?,?,?,1252,1502.8,0.3,0.32,0.01,0.01
4286,"BOREWELL NEAR ANKIREDDIGUDEM VILLAGE (AGRICULTURAL FIELD), CHOUTUPPAL MANDAL,NALGONDA",TELANGANA,22,23,7.21,7.48,2661,2744,?,?,21.23,24.28,?,?,?,?,1540,1729.65,0.28,0.29,0.01,0.01
4287,"BOREWELL NEAR LINGAREDDYGUDEM VILLAGE (BESIDE CHOUTUPPAL? VALIGONDA ROAD), CHOUTUPPAL MANDAL,NALGONDA",TELANGANA,21,23,7.42,7.71,1580,1663,?,?,15.32,16.2,?,?,?,?,950,1080.95,0.26,0.28,0.01,0.01
4288,"BOREWELL NEAR NAGARAM CHERUVU, DEVALAMMANAGARAM VILLAGE, NALGONDA",TELANGANA,22,23,7.58,7.72,1164,1816,?,?,14.24,18.3,?,?,?,?,652,1180.4,0.25,0.27,0.01,0.01
4289,"BOREWELL  NEAR PITTAM PALLE VILLAGE (OPEN LAND BESIDE VILLAGE ROAD), CHITYALMANDAL, NALGONDA",TELANGANA,21,22,7.19,7.38,1375,1536,?,?,13.26,13.27,?,?,?,?,772,998.4,0.38,0.41,0.01,0.01
4290,"BOREWELL  NEAR PEDDAKAPARTHI VILLAGE (OPEN LAND BESIDE VILLAGE ROAD),CHITYAL MANDAL , NALGONDA",TELANGANA,22,23,7.48,7.64,1729,2800,?,?,8.25,28.25,?,?,?,?,974,1820,0.36,0.45,0.01,0.01
1405,"WELL AT UDAIPUR (TUBEWELL),TRIPURA",TRIPURA,21,24,5.47,5.69,96,108,BDL,BDL,0.5,0.51,BDL,BDL,BDL,BDL,54,62,BDL,BDL,?,?
1406,"WELL AROUND UDAIPUR(TUBEWELL), TRIPURA",TRIPURA,22,24,5.5,5.61,108,113,BDL,BDL,0.43,0.48,BDL,BDL,BDL,BDL,62,68,BDL,BDL,?,?
1730,"KUNJBAN, AGARTALA, TRIPURA",TRIPURA,21.5,23,6.52,6.68,106,985,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,52,56,BDL,BDL,?,?
1731,"LANKAMURA, TRIPURA",TRIPURA,22,23.5,6.42,6.51,93,98,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,52,58,BDL,BDL,?,?
1732,"A.D.NAGAR, AGARTALA, TRIPURA",TRIPURA,21,23,5.95,6.18,121,129,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,72,76,BDL,BDL,?,?
1733,"SHIBNAGAR, AGARTALA,TRIPURA",TRIPURA,21.5,23,6.52,6.65,108,118,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,62,68,BDL,BDL,?,?
1734,"GANDHIGRAM, AGARTALA,TRIPURA",TRIPURA,22,23,6.31,6.49,108,114,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,62,64,BDL,BDL,?,?
3423,"TUBE WELL AT HAPANIA, WESTTRIPURA",TRIPURA,23,23,6.39,6.39,78,78,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,42,42,BDL,BDL,?,?
3424,"TUBE WELL AT NAGICHERRA,WEST TRIPURA",TRIPURA,21.5,22.5,5.97,6.11,87,94,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,46,50,BDL,BDL,?,?
3425,"TUBE WELL AT BODHJUNGNAGAR, WEST TRIPURA",TRIPURA,22,23,5.65,5.81,101,116,BDL,BDL,0.6,0.76,BDL,BDL,BDL,BDL,58,66,BDL,BDL,?,?
3426,"TUBE WELL AT B.C.MANU,SOUTH TRIPURA",TRIPURA,22.5,23,5.76,5.95,92,108,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,52,58,BDL,BDL,?,?
3427,"TUBE WELL AT SHANTIR BAZAR,SOUTH TRIPURA",TRIPURA,22,22.5,6.22,6.35,76,91,BDL,BDL,0.32,0.46,BDL,BDL,BDL,BDL,44,52,BDL,BDL,?,?
3428,"TUBE WELL AT BAGAFA, SOUTHTRIPURA",TRIPURA,22,22.5,6.09,6.15,88,97,BDL,BDL,0.32,0.53,BDL,BDL,BDL,BDL,52,52,BDL,BDL,?,?
3430,"TUBE WELL AT JAWAHANAGAR,DHALAI",TRIPURA,21.5,22,6.28,6.34,87,98,BDL,BDL,0.32,0.62,BDL,BDL,BDL,BDL,52,54,BDL,BDL,?,?
3431,"TUBE WELL AT KULAI, DHALAI",TRIPURA,21.5,22,6.56,6.68,72,89,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,48,48,BDL,BDL,?,?
3432,"TUBE WELL AT CHURAIBARI (INTERSTATE BOUNDRY), NORTHTRIPURA",TRIPURA,22,22.5,5.93,5.99,98,108,BDL,BDL,0.63,0.73,BDL,BDL,BDL,BDL,58,62,BDL,BDL,?,?
3433,"TUBE WELL AT KAMESWAR, INDUSTRIAL ESTATE AREA,NORTH TRIPURA",TRIPURA,22,22.5,6.83,6.99,98,105,BDL,BDL,0.72,0.84,BDL,BDL,BDL,BDL,52,58,BDL,BDL,?,?
3434,"TUBE WELL AT KUMARGHAT, INDUSTRIAL ESTATE AREA,NORTH TRIPURA",TRIPURA,22,22.5,6.18,6.3,99,103,BDL,BDL,0.71,0.81,BDL,BDL,BDL,BDL,54,58,BDL,BDL,?,?
3435,"TUBE WELL AT GOUR NAGAR,NORTH TRIPURA",TRIPURA,22,22.5,6.27,6.41,98,109,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,56,58,BDL,BDL,?,?
3436,"TUBE WELL AT KAILASHAHAR,NORTH TRIPURA",TRIPURA,22,22.5,5.93,6.05,89,95,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,50,52,BDL,BDL,?,?
4185,TUBE WELL AT JIRANIA,TRIPURA,21,22,5.95,6.12,119,125,BDL,BDL,0.49,0.52,BDL,BDL,BDL,BDL,72,74,BDL,BDL,?,?
4186,TUBE WELL AT DUKLI INDUSTRIALAREA,TRIPURA,21.5,22,6.05,6.29,127,133,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,72,76,BDL,BDL,?,?
4187,TUBE WELL AT BADHARGHAT,TRIPURA,21.5,22,6.29,6.56,121,127,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,68,70,BDL,BDL,?,?
4188,TUBE WELL AT ARUNDHATINAGAR,TRIPURA,21,21.5,6.47,6.59,118,121,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,64,66,BDL,BDL,?,?
4189,TUBE WELL AT NANADANNAGAR,TRIPURA,21,21.5,6.55,6.63,105,109,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,58,58,BDL,BDL,?,?
4190,TUBE WELL AT DEBENDRACHANDRA NAGAR,TRIPURA,21,21,5.85,5.97,108,114,BDL,BDL,0.6,0.74,BDL,BDL,BDL,BDL,64,66,BDL,BDL,?,?
4191,TUBE WELL AT SURYAMONINAGAR,TRIPURA,21,21.5,6.57,6.69,99,102,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,52,58,BDL,BDL,?,?
4200,TUBE WELL AT BISHALGARH,TRIPURA,21,22.5,6.09,6.11,99,101,BDL,BDL,0.47,0.67,BDL,BDL,BDL,BDL,52,58,BDL,BDL,?,?
4201,TUBE WELL AT SONAMURA,TRIPURA,21,22,5.69,5.93,110,111,BDL,BDL,0.52,0.6,BDL,BDL,BDL,BDL,64,68,BDL,BDL,?,?
4202,TUBE WELL AT BISHRAMGANJ,TRIPURA,21,22.5,6.05,6.18,121,131,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,68,70,BDL,BDL,?,?
4203,TUBE WELL AT KARBOOK,TRIPURA,20.5,21,5.84,5.95,110,116,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,60,68,BDL,BDL,?,?
4204,TUBE WELL AT AMARPUR,TRIPURA,21,21.5,5.77,5.89,105,110,BDL,BDL,0.47,0.5,BDL,BDL,BDL,BDL,60,62,BDL,BDL,?,?
4205,"TUBE WELL AT AMAR SAGAR,UDAIPUR",TRIPURA,21,21.5,6.51,6.67,106,112,BDL,BDL,0.5,0.54,BDL,BDL,BDL,BDL,52,56,BDL,BDL,?,?
4206,"TUBE WELL AT DHANI SAGAR,UDAIPUR",TRIPURA,21,21.5,6.62,6.71,101,108,BDL,BDL,0.4,0.43,BDL,BDL,BDL,BDL,56,58,BDL,BDL,?,?
4207,TUBE WELL AT SABROOM,TRIPURA,21,21.5,6.51,6.67,102,108,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,52,58,BDL,BDL,?,?
4208,TUBE WELL AT JOLAIBARI,TRIPURA,21,21,6.22,6.34,102,105,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,52,54,BDL,BDL,?,?
4209,TUBE WELL AT BELONIA,TRIPURA,21,21,6.29,6.31,104,111,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,56,58,BDL,BDL,?,?
4210,TUBE WELL AT AMBASSA,TRIPURA,20.5,21,5.89,5.97,105,118,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,60,64,BDL,BDL,?,?
4211,TUBE WELL AT KAMALPUR,TRIPURA,21,21.5,6.59,6.81,106,110,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,58,60,BDL,BDL,?,?
4213,TUBE WELL AT TELIAMURA,TRIPURA,21.5,21.5,6.62,6.77,105,118,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,56,62,BDL,BDL,?,?
4214,TUBE WELL AT KHOWAI,TRIPURA,21.5,21.5,6.79,6.81,103,114,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,56,58,BDL,BDL,?,?
4215,TUBE WELL AT DHARMANAGAR,TRIPURA,21,21.5,6.19,6.36,134,149,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,76,92,BDL,BDL,?,?
4216,TUBE WELL AT DAMCHERRA,TRIPURA,20.5,21,6.29,6.31,108,111,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,56,58,BDL,BDL,?,?
4217,TUBE WELL AT KANCHANPUR,TRIPURA,21,21,6.39,6.48,106,118,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,60,62,BDL,BDL,?,?
4218,TUBE WELL AT PANISAGAR,TRIPURA,21,21,6.69,6.74,109,114,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,58,58,0.22,0.22,?,?
4636,TUBE WELL AT BISHALGARH,TRIPURA,22.5,23,6.51,6.57,118,118,BDL,BDL,0.41,0.62,BDL,BDL,BDL,BDL,66,68,BDL,BDL,?,?
4637,TUBE WELL AT RAJNAGAR,TRIPURA,23,23.5,6.49,6.55,109,118,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,60,62,BDL,BDL,?,?
4638,TUBE WELL AT CHAMPAKNAGAR,TRIPURA,22,23,6.61,6.79,95,114,BDL,BDL,0.32,0.5,BDL,BDL,BDL,BDL,54,60,BDL,BDL,?,?
4639,TUBE WELL AT RANIRBAZAR,TRIPURA,22.5,23,6.77,6.85,99,108,BDL,BDL,0.32,0.6,BDL,BDL,BDL,BDL,56,58,BDL,BDL,?,?
4641,TUBE WELL AT MELAGHAR,TRIPURA,22,22,5.61,5.87,101,108,BDL,BDL,0.77,0.86,BDL,BDL,BDL,BDL,60,64,BDL,BDL,?,?
4647,TUBE WELL AT MANUBAZAR,TRIPURA,23,23.5,6.78,6.89,100,106,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,52,56,BDL,BDL,?,?
4648,TUBE WELL AT KALADEPHAMANU,TRIPURA,22,22.5,6.55,6.98,99,106,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,58,60,BDL,BDL,?,?
4651,"TUBE WELL AT CHAKMAGHAT,TELIAMURA",TRIPURA,22,22.5,6.81,6.95,97,113,BDL,BDL,0.32,0.44,BDL,BDL,BDL,BDL,62,68,BDL,BDL,?,?
4652,TUBE WELL AT TELIAMURAMARKET,TRIPURA,22,22.5,6.25,6.37,108,115,BDL,BDL,0.32,0.4,BDL,BDL,BDL,BDL,64,68,BDL,BDL,?,?
4653,TUBE WELL AT PECHARTHAL,TRIPURA,22.5,23,6.18,6.33,102,109,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,64,68,BDL,BDL,?,?
1736,"GROUND WATER QUALITY STATION SARDARNAGAR,GORAKHPUR,U.P",UTTAR PRADESH,20,24,5.99,6.16,570,688,4.6,5,?,?,?,?,?,?,220,388,?,?,?,?
1737,"GROUND WATER QUALITY STATION CAPTANGANJ,KHUSHINAGAR,U.P",UTTAR PRADESH,18,23,6.12,6.76,672,680,5.8,5.9,?,?,?,?,?,?,460,466,?,?,?,?
1738,"SITE 1, INDUSTRIAL AREA NEAR ELECTRIC CONVERTOR REPAIRING WORKSHOP,THANA?DAHI UNNAO",UTTAR PRADESH,27,33,7.78,7.86,599,752,BDL,BDL,?,?,21,21,210,300,365,470,0.53,0.53,BDL,BDL
1739,"SITE 2, INDUSTRIAL AREA NEAR M/S JAIJAGDAMBA METALOYSUNNAO, U.P",UTTAR PRADESH,28,32,7.46,7.85,1025,1402,BDL,BDL,?,?,20,20,4,3000,628,872,BDL,BDL,0.002,0.002
1740,"AT ROADWAYS BUS STATION,UNNAO, U.P",UTTAR PRADESH,29,32,7.46,8.01,649,6644,BDL,BDL,0.98,0.98,22,22,2,4000,385,418,0.85,0.85,BDL,BDL
1741,"MAGAWARA INDUSTRIAL AREA NEAR ORIENTAL PALACEUNNAO, U.P",UTTAR PRADESH,28,31,7.58,7.91,796,852,BDL,BDL,1.1,1.1,25,25,2000,2000,525,538,0.88,0.88,BDL,BDL
1742,"CHINHAT INDUSTRIAL AREA IN LUCKNOW NEAR M/S INDIAPESTICIDES LUCKNOW, U.P",UTTAR PRADESH,?,?,7.21,7.21,693,693,BDL,BDL,1.66,1.66,13,13,46,46,436,436,0.66,0.66,BDL,BDL
1743,"AISHBAGH INDUSTRIAL AREA AT LUCKNOW NEAR M/S EVEREADYINDUSTRIES LTD. LUCKNOW, U.P",UTTAR PRADESH,?,?,7.88,7.88,745,745,BDL,BDL,1.6,1.6,4,4,12,12,474,474,0.6,0.6,0.006,0.006
1746,"NAGAR PALIKA TUBE WELL,SULTANPUR, U.P",UTTAR PRADESH,19,20,7.81,8.02,788,981,?,?,0.16,0.18,BDL,BDL,BDL,BDL,462,482,0.66,0.66,?,?
1747,"INDIA MARKA HAND PUMP IN SAROWNI BLOCK ATRAIBAREILLY, U.P",UTTAR PRADESH,20,20,7.88,8.11,868,922,?,?,0.2,0.2,BDL,BDL,BDL,BDL,458,492,0.88,0.9,?,?
1749,"TUBE WELL AT MEERUT CITY, U.P",UTTAR PRADESH,14,15,7.1,7.2,610,620,?,?,1.6,2,?,?,?,?,390,410,0.4,0.5,?,?
1750,"TUBE WELL AT BAGPAT CITY, U.P",UTTAR PRADESH,15,16,7.2,7.3,630,640,?,?,1.6,1.8,?,?,?,?,390,400,0.3,0.4,?,?
1751,"TUBE WELL IN INDUSTRIAL AREAAT GAJRAULA, AMROHA, U.P",UTTAR PRADESH,?,?,7.27,7.8,534,597,BDL,BDL,4.88,4.88,110,110,3500,3500,267,376,BDL,BDL,0.018,0.018
1752,"SAHIBABAD INDUSTRIAL AREA,GHAZIABAD, U.P",UTTAR PRADESH,20,20,7.2,7.3,2000,2100,1.1,1.1,0.42,0.43,BDL,BDL,BDL,BDL,900,923,BDL,BDL,?,?
1753,"MEERUT ROAD INDUSTRIAL AREAGHAZIABAD, U.P",UTTAR PRADESH,20,21,7.5,7.8,1185,1290,BDL,BDL,0.33,0.33,BDL,BDL,BDL,BDL,625,720,BDL,BDL,?,?
1754,"HAPUR ROAD INDUSTRIAL AREAGHAZIABAD, U.P",UTTAR PRADESH,20,20,7.2,7.6,820,925,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,240,270,BDL,BDL,?,?
1755,"PILKHUA INDUSTRIAL AREAGHAZIABAD, U.P",UTTAR PRADESH,20,21,7.5,7.6,1125,1346,BDL,BDL,?,?,BDL,BDL,BDL,BDL,802,842,BDL,BDL,?,?
1756,"GOPIGANJ INDUSTRIAL AREABHADOHI, VARANASI, U.P",UTTAR PRADESH,26.5,28.5,7.56,7.6,526,540,7.2,7.2,?,?,?,?,?,?,320,326,?,?,BDL,BDL
1758,"GROUND AROUND STP DINAPUR,VARANASI, U.P",UTTAR PRADESH,25.5,27.2,7.65,7.76,516,532,?,?,?,?,?,?,?,?,262,312,?,?,0.011,0.011
1759,"IFFCO, PHOOLPUR, PRAYAGRAJ,U.P",UTTAR PRADESH,25.2,25.4,7.15,7.18,1174,1190,BDL,BDL,0.92,1.88,BDL,BDL,BDL,BDL,245,264,0.38,0.42,BDL,BDL
2467,"CHANDPUR INDUSTRIAL AREA,LAHARTARA, VARANASI",UTTAR PRADESH,25.5,27.5,7.72,7.78,548,562,?,?,?,?,?,?,?,?,332,337,?,?,BDL,BDL
2468,"BHADOHI INDUSTRIAL AREA, DEVELOPMENT AUTHORITY,SANT RAVIDAS NAGAR",UTTAR PRADESH,26,28,7.63,7.68,530,564,?,?,?,?,?,?,?,?,340,346,?,?,0.0166,0.0166
2469,"AT INDUSTRIAL AREA. NAINI,ALLAHABAD",UTTAR PRADESH,25.2,25.3,7.09,7.13,1140,1186,BDL,BDL,0.79,1.83,BDL,BDL,BDL,BDL,264,288,0.37,0.39,BDL,BDL
2470,"AT INDUSTRIAL AREA, FATEHPUR",UTTAR PRADESH,25.1,25.2,7.09,7.15,1783,1854,BDL,BDL,1.04,1.12,BDL,BDL,BDL,BDL,237,256,0.35,0.36,BDL,BDL
2471,"GORAKHPUR INDUSTRIAL DEVELOPMENT AUTHORITY AREA(GIDA), GORAKHPUR",UTTAR PRADESH,18,22,5.7,6.28,582,670,4.4,5.2,?,?,?,?,?,?,226,372,?,?,?,?
2472,"VILLAGE DAURALA, MEERUT",UTTAR PRADESH,15,16,7.1,7.3,550,580,?,?,1.8,2,?,?,?,?,380,420,0.5,0.6,?,?
2473,"KHEKRA, BAGHPAT",UTTAR PRADESH,14,15,7,7.1,570,590,?,?,1.7,2,?,?,?,?,370,390,0.4,0.5,?,?
2474,UNCHAHAAR (NEAR THERMALPOWER PLANT),UTTAR PRADESH,18,21,7.78,7.81,811,988,?,?,0.16,0.2,BDL,BDL,BDL,BDL,460,568,0.68,0.7,?,?
2475,"INDUSTRIAL AREA, SULTANPURROAD",UTTAR PRADESH,18,20,8.01,8.02,901,1022,?,?,0.2,0.2,BDL,BDL,BDL,BDL,562,618,0.74,0.76,?,?
2477,"GAUTAM BUDHA JUNIOR HIGHSCHOOL RAJENDRA NAGAR, ORAI",UTTAR PRADESH,18,20,7.4,7.6,940,950,?,?,?,?,?,?,?,?,560,578,?,?,?,?
2478,"DEVA ROAD, INDUSTRIAL AREA, CHAINHAT, LKO NEAR UPTRONPOLICE CHOWKI, LUCKNOW",UTTAR PRADESH,?,?,7.78,7.78,536,536,BDL,BDL,1.52,1.52,2,2,4,4,342,342,0.82,0.82,0.008,0.008
2479,"NEAR M/S KUMAR INTER NATIONAL LAKDI FAZALPUR,DELHI ROAD, MORADABAD",UTTAR PRADESH,22,26,7,7.4,230,390,BDL,BDL,?,?,BDL,BDL,21,21,210,240,?,?,0.043,0.043
2480,"NEAR BRAHMAN MAJRA,PILKHANI",UTTAR PRADESH,18,18,7.3,7.3,310,310,?,?,?,?,?,?,?,?,240,240,?,?,?,?
2481,"NEAR PEER BEGRAJ INDSTRIALAREA, MUZAFFARNAGAR",UTTAR PRADESH,21,22.5,7.3,7.5,490,530,?,?,?,?,?,?,?,?,370,398,?,?,?,?
1748,HANDPUMP IN VILLAGE DAMAUDA AT KASHIPUR NEARM/S INDIA GLYCOLES LTD.,UTTAR PRADESH,26,30,7.5,7.6,446,720,?,?,0.32,0.39,?,?,?,?,204,220,0.4,0.41,BDL,BDL
3440,"GROUND WATER AT SITAR GANJINDUSTRIAL AREA? 1,US NAGAR",UTTAR PRADESH,26,31,7.4,7.4,313,410,?,?,0.32,0.46,?,?,?,?,214,276,0.33,0.68,BDL,BDL
3441,"GROUND WATER AT SITAR GANJINDUSTRIAL AREA? 2,US NAGAR",UTTAR PRADESH,26,31,6.8,7.2,426,440,?,?,0.32,0.35,?,?,?,?,288,294,0.37,0.6,BDL,BDL
3442,"GROUND WATER AT PANTNAGARINDUSTRIAL AREA? 1,US NAGAR",UTTAR PRADESH,26,30,7.4,7.4,313,330,?,?,0.36,0.46,?,?,?,?,214,220,0.33,0.75,BDL,BDL
